"Indian Game, Pseudo-Benko","A46","1.d4 Nf6 2.Nf3 c5 3.d5 b5"
"Spanish Game, Exchange Variation, General","C68","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6"
"Queen's Gambit Declined, Harrwitz Attack, Fianchetto Defense","D37","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 b6"
"Nimzo-Indian Defense, Normal Variation","E46","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O"
"King's Indian Defense, Saemisch Variation, Bobotsov-Korchnoi-Petrosian Variation","E81","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Nge2"
"Dutch Defense, Classical Variation","A90","1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2"
"English Opening, Anglo-Indian Defense, Queen's Indian Formation","A15","1.c4 Nf6 2.Nf3 b6"
"Three Knights Opening, General","C46","1.e4 e5 2.Nf3 Nc6 3.Nc3"
"Four Knights Game, Italian Variation","C46","1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bc4"
"Sicilian Defense, Najdorf Variation, Poisoned Pawn Variation","B97","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6"
"Four Knights Game, Spanish Variation, Rubinstein Variation","C48","1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4"
"King's Indian Defense, Fianchetto Variation, Lesser Simagin (Spassky)","E62","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bf5"
"Benko Gambit, Accepted, King Walk Variation","A59","1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Bxa6 6.Nc3 d6 7.e4 Bxf1 8.Kxf1 g6 9.g3 Bg7 10.Kg2 O-O 11.Nf3"
"Spanish Game, Morphy Defense, Cozio Defense","C70","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nge7"
"Queen's Indian Defense, Classical Variation, Traditional Variation, Nimowitsch Line","E18","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 d5"
"English Opening, Symmetrical Variation, Rubinstein Variation","A34","1.c4 c5 2.Nc3 Nf6 3.g3 d5 4.cxd5 Nxd5 5.Bg2 Nc7"
"Sicilian Defense, Richter-Rauzer Variation, Modern Variation","B61","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 Bd7 7.Qd2"
"Sicilian Defense, Modern Variations","B54","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4"
"Italian Game, Classical Variation, Greco Gambit","C53","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.e5 d5"
"Queen Pawn Game, Torre Attack, Gossip Variation","D03","1.d4 d5 2.Nf3 Nf6 3.Bg5 Ne4"
"French Defense, Advance Variation, Lputian Variation","C02","1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Nh6"
"French Defense, Tarrasch Variation, Chistyakov Defense, Modern Line","C07","1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 5.Ngf3 cxd4 6.Bc4 Qd6 7.O-O Nf6 8.Nb3 Nc6 9.Nbxd4 Nxd4 10.Nxd4 a6"
"Spanish Game, Open Variations, Bernstein Variation","C80","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.Nbd2"
"Sicilian Defense, Dragon Variation, Yugoslav Attack, Panov Variation","B76","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.g4"
"Semi-Slav Defense, Noteboom Variation","D31","1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 dxc4"
"Benoni Defense, Knight's Tour Variation","A61","1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Nd2"
"Nimzo-Indian Defense, Saemisch Variation, Accelerated","E24","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3+ 5.bxc3"
"Bogo-Indian Defense, Exchange Variation","E11","1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Bxd2+"
"Zukertort Opening, Quiet system","A04","1.Nf3 Nf6 2.e3"
"English Opening, Symmetrical Variation, Full Symmetry Line","A38","1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Nf3 Nf6"
"Sicilian Defense, Sozin Attack, Leonhardt Variation","B88","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 Nc6"
"Benoni Defense, Classical Variation, General","A70","1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3"
"Italian Game, Scotch Gambit, Anderssen Attack","C56","1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.O-O Nxe4 6.Re1 d5 7.Bxd5 Qxd5 8.Nc3"
"King's Indian Defense, Fianchetto Variation, Larsen Defense","E62","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Bf5"
"King's Indian Defense, Four Pawns Attack, Dynamic Attack","E76","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Nf3 c5 7.d5"
"Sicilian Defense, Scheveningen Variation, Classical Variation, General","B83","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2"
"Russian Game, Classical Attack, Staunton Variation","C42","1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4 c6"
"King's Indian Defense, Orthodox Variation, Classical System, Neo-Classsical Line","E99","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 Nd7 10.Be3"
"Sicilian Defense, Old Sicilian, Open","B32","1.e4 c5 2.Nf3 Nc6 3.d4"
"Russian Game, Classical Attack","C42","1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4"
"Scandinavian Defense, Classical Variation","B01","1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 5.Nf3 Bf5"
"Slav Defense, Czech Variation, Classical System, Main Line","D19","1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.e3 e6 7.Bxc4 Bb4 8.O-O O-O 9.Qe2"
"Tarrasch Defense, Two Knights Variation","D32","1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3"
"English Opening, Agincourt Defense, Catalan Defense, Semi-Slav Defense","A13","1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c6"
"King's Indian Defense, Smyslov Variation","E61","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.Bg5"
"Sicilian Defense, Closed Variation, Chameleon Variation","B23","1.e4 c5 2.Nc3 Nc6 3.Nge2"
"Queen Pawn Game, Stonewall Attack","D00","1.d4 d5 2.e3 Nf6 3.Bd3"
"Gruenfeld Defense, Three Knights Variation, Hungarian Variation","D93","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4 O-O 6.e3"
"Sicilian Defense, Mengarini Variation","B20","1.e4 c5 2.a3"
"Nimzo-Indian Defense, Classical Variation, Lisitsyn-Bondarevsky Gambit","E39","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 5.dxc5 O-O"
"Italian Game, General","C50","1.e4 e5 2.Nf3 Nc6 3.Bc4"
"Dutch Defense, Fianchetto Attack","A81","1.d4 f5 2.g3"
"English Opening, Symmetrical Variation, Normal Variation","A34","1.c4 c5 2.Nc3"
"Slav Indian","A50","1.d4 Nf6 2.c4 c6"
"Caro-Kann Defense, Main Line","B15","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4"
"Alekhine Defense, Modern Variation, Larsen Variation, Miles Line","B04","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 dxe5 5.Nxe5 c6"
"Spanish Game, Bird Variation","C61","1.e4 e5 2.Nf3 Nc6 3.Bb5 Nd4"
"King's Indian Defense, Orthodox Variation, Bayonet Attack, Sokolov's Line","E97","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.b4 Nh5 10.Re1"
"French Defense, Advance Variation","C02","1.e4 e6 2.d4 d5 3.e5"
"Ponziani Opening, Jaenisch Counterattack","C44","1.e4 e5 2.Nf3 Nc6 3.c3 Nf6"
"Scandinavian Defense, Richter Variation","B01","1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 g6"
"Colle System, Traditional Colle","D05","1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.c3"
"Queen's Gambit Declined, Tarrasch Defense, Pseudo-Tarrasch","D30","1.d4 d5 2.c4 e6 3.Nf3 c5"
"Dutch Defense, Classical Variation","A84","1.d4 f5 2.c4 e6"
"Sicilian Defense, Closed Variation, Korchnoi Defense","B23","1.e4 c5 2.Nc3 e6 3.g3 d5"
"Mikenas Defense","A40","1.d4 Nc6"
"Rubinstein Opening","D05","1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3"
"Queen's Gambit Declined, Harrwitz Attack, Main Line","D37","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5"
"Benoni Defense, Old Benoni, Pawn Thrust","A44","1.d4 c5 2.d5 e5"
"King's Indian Defense, Saemisch Variation, Yates Defense","E83","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 Nc6"
"English Opening, Anglo-Indian Defense, Flohr-Mikenas-Carls Variation","A18","1.c4 Nf6 2.Nc3 e6 3.e4"
"Russian Game, General","C42","1.e4 e5 2.Nf3 Nf6"
"Dutch Defense, Leningrad Variation","A87","1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3"
"Nimzo-Indian Defense, Normal Line","E40","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3"
"Spanish Game, Closed Variations, Keres Defense","C96","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Nd7"
"Sicilian Defense, Alapin Variation, Stoltz Attack","B22","1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.Nf3 Nc6 5.Bc4 Nb6 6.Bb3"
"Neo-Gruenfeld Defense, Delayed Exchange Variation","D76","1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.cxd5 Nxd5 7.O-O Nb6"
"King's Indian Defense, Four Pawns Attack, Normal Attack","E77","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 c5 7.d5 e6 8.Nf3"
"Nimzo-Indian Defense, Romanishin Variation","E20","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.g3"
"King's Indian Defense, Orthodox Variation, Positional Defense, Closed Line","E94","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nbd7 8.d5"
"Sicilian Defense, Nimzowitsch  Variation, Advance Variation","B29","1.e4 c5 2.Nf3 Nf6 3.e5"
"St. George Defense, General","B00","1.e4 a6"
"Gruenfeld Defense, Three Knights Variation, Hungarian Attack","D92","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4"
"Spanish Game, Morphy Defense, Steinitz Deferred","C79","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O d6"
"Queen's Gambit Accepted, Central Variation, Alekhine System","D20","1.d4 d5 2.c4 dxc4 3.e4 Nf6"
"Scotch Game, Scotch Gambit","C44","1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4"
"Sicilian Defense, Boleslavsky Variation, General Variation","B58","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Be2 e5"
"Pirc Defense, Classical Variation, Quiet System, Parma Defense","B08","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Bg4"
"Nimzo-Indian Defense, Normal Variation, Bernstein Defense, Except Gligoric System","E53","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5"
"Queen's Indian Defense, Fianchetto Variation, General","E15","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3"
"French Defense, Rubinstein Variation","C10","1.e4 e6 2.d4 d5 3.Nc3 dxe4"
"Gruenfeld Defense, Brinckmann Attack","D82","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4"
"Semi-Slav Defense, Stoltz Variation, Shabalov Attack","D45","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Qc2 Bd6 7.g4"
"Benoni Defense, Fianchetto Variation, Hastings Defense, Main Line","A64","1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O 9.O-O Nbd7 10.Nd2 a6 11.a4 Re8"
"Hungarian Opening, Slav Formation","A00","1.g3 d5 2.Bg2 c6"
"Bishop's Opening, Vienna Hybrid, Spielmann Attack","C26","1.e4 e5 2.Bc4 Nf6 3.d3 Bc5 4.Nc3"
"French Defense, Wing Gambit","C00","1.e4 e6 2.Nf3 d5 3.e5 c5 4.b4"
"Semi-Slav Defense, Quiet Variation","D30","1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.e3 c6 5.Nbd2 Nbd7"
"French Defense, Winawer Variation, Advance Variation","C18","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7"
"French Defense, Winawer Variation, Petrosian Variation","C16","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Qd7"
"Scotch Game, Malaniuk Variation","C45","1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bb4+"
"Dutch Defense, Modern Stonewall Variation","A97","1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 d5 5.Nf3 c6 6.O-O Bd6"
"English Opening, King's English Variation, Two Knights' Variation, Keres Variation","A23","1.c4 e5 2.Nc3 Nf6 3.g3 c6"
"Nimzowitsch Defense, Declined Variation","B00","1.e4 Nc6 2.Nf3"
"Queen Pawn Game, Colle System, Anti-Colle","D04","1.d4 d5 2.Nf3 Nf6 3.e3 Bf5"
"King's Indian Defense, Averbakh Variation, Modern Defense","E73","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 Na6"
"Hungarian Opening, Sicilian Invitation","A00","1.g3 c5"
"Slav Defense, Breyer Variation","D11","1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nbd2"
"French Defense, Steinitz Variation","C11","1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3"
"Queen's Indian Defense, Fianchetto Variation, Kramnik Variation","E17","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Re1"
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation","D61","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2"
"Alekhine Defense, Saemisch Attack","B02","1.e4 Nf6 2.e5 Nd5 3.Nc3"
"French Defense, Winawer Variation","C15","1.e4 e6 2.d4 d5 3.Nc3 Bb4"
"Spanish Game, Exchange Variation, Alapin Gambit","C69","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O Bg4 6.h3 h5"
"Colle System","D05","1.d4 d5 2.Nf3 Nf6 3.e3 e6"
"Nimzowitsch Defense, Scandinavian Variation, Advance Variation","B00","1.e4 Nc6 2.d4 d5 3.e5"
"Four Knights Game, Gunsberg Variation","C46","1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.a3"
"Sicilian Defense, Scheveningen Variation, Modern Variation, General","B83","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Nc6"
"French Defense, MacCutcheon Variation, Lasker Variation","C12","1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bd2 Bxc3"
"King's Indian Defense, Averbakh Variation, Flexible Defense","E73","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 h6"
"Sicilian Defense, Four Knights Variation, Cobra Variation","B45","1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 Bc5"
"Mieses Opening, General","A00","1.d3"
"Queen's Indian Defense, Kasparov-Petrosian Variation, Kasparov Attack","E12","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.Qc2"
"English Defense, General","A40","1.d4 e6 2.c4 b6"
"Queen's Gambit Refused, Chigorin Defense","D07","1.d4 d5 2.c4 Nc6"
"French Defense, Horwitz Attack, Papa-Ticulat Gambit","C00","1.e4 e6 2.b3 d5 3.Bb2"
"Sicilian Defense, Smith-Morra Gambit, Declined, Push Variation","B21","1.e4 c5 2.d4 cxd4 3.c3 d3"
"English Opening, Symmetrical Variation, Duchamp Variation","A38","1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.Nf3 Nf6 6.O-O O-O 7.d3"
"Sicilian Defense, Classical Variation, Fianchetto Variation","B58","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.g3"
"Caro-Kann Defense, Karpov Variation, Modern Variation, Kasparov Attack","B17","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3"
"Sicilian Defense, Velimirovic Attack","B89","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 Nc6 7.Be3 Be7 8.Qe2"
"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense","D37","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7"
"Spanish Game, Morphy Defense, Classical Defense Deferred","C70","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Bc5"
"King's Indian Defense, Saemisch Variation, Closed Variation","E87","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 O-O 6.Be3 e5 7.d5"
"Queen's Gambit Accepted, General","D20","1.d4 d5 2.c4 dxc4"
"Italian Game, Giuoco Pianissimo","C50","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3"
"Center Game, Berger Variation","C22","1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Nf6"
"Nimzo-Indian Defense, Classical Variation, Milner-Barry Variation","E33","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 Nc6 5.Nf3 d6"
"Sicilian Defense, Dragon Variation, Fianchetto Variation","B70","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.g3"
"King's Indian Defense, Normal Variation, Standard Development","E73","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2"
"Spanish Game, Exchange Variation, Keres Variation","C68","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.Nc3"
"King's Indian Defense, Fianchetto Variation, Karlsbad Variation","E62","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6"
"Queen Pawn Game, Veresov Atack, Dutch System","A80","1.d4 d5 2.Nc3 f5"
"Queen's Gambit Declined, Modern, Knight Defense","D51","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6"
"Catalan Opening, Closed Variation","E08","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2"
"Tarrasch Defense, Schara Gambit","D32","1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 cxd4"
"English Opening, Agincourt Defense, Wimpy System","A13","1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 5.e3"
"King's Indian Defense, Fianchetto Variation, Yugoslav Variation, Exchange Line","E66","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.dxc5 dxc5"
"Benoni Defense, Old Benoni","A43","1.d4 c5 2.d5 d6"
"Caro-Kann Defense, Karpov Variation, Modern Main Line","B17","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Ng5 Ngf6 6.Bd3 e6 7.N1f3 Bd6 8.Qe2 h6 9.Ne4 Nxe4 10.Qxe4"
"Scandinavian Defense, Modern Variation, Gipslis Variation","B01","1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 Bg4"
"French Defense, Winawer Variation, Retreat  Variation, Armenian Line","C18","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5 6.b4 cxd4"
"Queen's Gambit Declined, Orthodox Defense, Main Line","D63","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6"
"Pirc Defense, 150 Attack","B07","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.Qd2"
"English Opening, Anglo-Indian Defense, Old Indian Formation","A15","1.c4 Nf6 2.Nf3 d6"
"Nimzo-Larsen Attack, English Variation","A01","1.b3 c5"
"Dutch Defense, Staunton Gambit, General Variation","A83","1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5"
"Caro-Kann Defense, Classical Variation, Flohr Variation","B18","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.Nh3"
"King's Gambit, Accepted, Abbazia Defense","C36","1.e4 e5 2.f4 exf4 3.Nf3 d5 4.exd5 Nf6"
"Nimzo-Indian Defense, Normal Variation, Gligoric System, Exchange at c4","E54","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O dxc4 8.Bxc4"
"Nimzo-Indian Defense, Normal Variation, Botvinnik System","E49","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.a3 Bxc3+ 7.bxc3"
"Queen's Indian Defense, Petrosian Variation, Farago Defense","E11","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6 5.Qc2 Bb7"
"Sicilian Defense, Richter-Rauzer Variation, Classical Variation","B65","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4 Nxd4 10.Qxd4"
"Spanish Game, Morphy Defense, Tarrasch Variation","C77","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Nc3"
"Benko Gambit, Accepted, Dlugy Variation","A57","1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.f3"
"Old Indian Defense, Two Knights Variation","A54","1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.Nf3"
"Neo-Grünfeld Defense, Goglidze Attack","D70","1.d4 Nf6 2.c4 g6 3.f3 d5"
"Zukertort Opening, Black Mustang Defense","A04","1.Nf3 Nc6"
"Trompowsky Attack, Raptor Variation","A45","1.d4 Nf6 2.Bg5 Ne4 3.h4"
"Queen Pawn Game, Barry Attack, Gruenfeld Variation","D02","1.d4 Nf6 2.Nf3 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Be2"
"English Opening, King's English Variation, Closed System, Full Symmetry","A26","1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6"
"Van Geet Opening, Caro-Kann Variation","A00","1.Nc3 d5 2.e4 c6"
"Modern Defense, General","A41","1.d4 g6 2.c4 Bg7 3.Nc3 d6"
"Queen's Gambit Accepted, Normal Variation, Traditional System","D26","1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6"
"Neo-Gruenfeld Defense, Delayed Exchange Variation","D74","1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.cxd5 Nxd5 7.O-O"
"Alekhine Defense, Normal Variation","B03","1.e4 Nf6 2.e5 Nd5 3.d4 d6"
"Indian Game, Anti-Grünfeld, Alekhine Variation","D70","1.d4 Nf6 2.c4 g6 3.f3"
"Semi-Slav Defense, Botvinnik System","D44","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5 7.e5 h6 8.Bh4 g5 9.Nxg5"
"Spanish Game, Exchange Variation, Bronstein Variation","C69","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O Qd6"
"King's Indian Defense, Fianchetto Variation, Yugoslav Variation, Advance Line","E66","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5"
"English Opening, Anglo-Indian Defense, Anglo-Grünfeld Variation","A16","1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nb6"
"Queen's Gambit Declined, Lasker Defense","D56","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4"
"Caro-Kann Defense, Accelerated Panov Attack, Open Variation","B10","1.e4 c6 2.c4 e5"
"King's Indian Defense, Fianchetto Variation, Simagin Variation","E62","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bg4"
"Queen's Gambit Refused, Albin Countergambit, Normal Line","D08","1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3"
"Modern Defense, Three Pawns Attack","B06","1.e4 g6 2.d4 Bg7 3.f4"
